Triangle,Trait,ANumber,Sequence
SIERPINSKITR,DiagRow3 ,A011765,[0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0]
SIERPINSKITR,DiagCol0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
SIERPINSKITR,DiagCol1 ,A000035,[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]
SIERPINSKITR,DiagCol2 ,A021913,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0]
SIERPINSKITR,DiagCol3 ,A011765,[0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0]
SIERPINSKITR,PolyRow0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
SIERPINSKITR,PolyRow1 ,A000027,[3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27]
SIERPINSKITR,PolyRow2 ,A002522,[5 10 17 26 37 50 65 82 101 122 145 170 197 226 257 290 325 362 401]
SIERPINSKITR,PolyRow3 ,A053698,[15 40 85 156 259 400 585 820 1111 1464 1885 2380 2955 3616 4369 5220]
SIERPINSKITR,PolyCol0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
SIERPINSKITR,PolyCol1 ,A001316,[2 4 2 4 4 8 2 4 4 8 4 8 8 16 2 4 4 8 4 8 8 16 4 8 8 16 8 16 16 32 2]
SIERPINSKITR,PolyCol2 ,A001317,[5 15 17 51 85 255 257 771 1285 3855 4369 13107 21845 65535 65537]
SIERPINSKITR,PolyCol3 ,A100307,[10 40 82 328 820 3280 6562 26248 65620 262480 538084 2152336 5380840]
SIERPINSKITR,PolyDiag ,A.....?,[5 40 257 3756 47989 960800 16777217 430467220 10100000101]
sierpinski, 42 traits, 33 A-numbers, 78%
