Triangle,Trait,ANumber,Sequence
CHRISMASTREE,DiagCol2 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
CHRISMASTREE,DiagCol3 ,A000035,[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]
CHRISMASTREE,PolyRow0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
CHRISMASTREE,PolyRow1 ,A000027,[3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27]
CHRISMASTREE,PolyRow2 ,A002522,[5 10 17 26 37 50 65 82 101 122 145 170 197 226 257 290 325 362 401]
CHRISMASTREE,PolyRow3 ,A053698,[15 40 85 156 259 400 585 820 1111 1464 1885 2380 2955 3616 4369 5220]
CHRISMASTREE,PolyCol0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
CHRISMASTREE,PolyCol1 ,A029578,[2 4 3 6 4 8 5 10 6 12 7 14 8 16 9 18 10 20 11 22 12 24 13 26 14 28]
CHRISMASTREE,PolyCol2 ,A.....?,[5 15 21 63 85 255 341 1023 1365 4095 5461 16383 21845 65535 87381]
CHRISMASTREE,PolyCol3 ,A.....?,[10 40 91 364 820 3280 7381 29524 66430 265720 597871 2391484 5380840]
CHRISMASTREE,PolyDiag ,A.....?,[5 40 273 3906 47989 960800 17043521 435848050 10101010101]
ctree, 42 traits, 33 A-numbers, 78%
