Triangle,Trait,ANumber,Sequence
CHEBYSHEVUPO,DiagCol2 ,A.....?,[-12 0 24 0 -40 0 60 0 -84 0 112 0 -144 0 180 0 -220 0 264 0 -312 0]
CHEBYSHEVUPO,DiagCol3 ,A.....?,[-32 0 80 0 -160 0 280 0 -448 0 672 0 -960 0 1320 0 -1760 0 2288 0]
CHEBYSHEVUPO,PolyRow0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
CHEBYSHEVUPO,PolyRow1 ,A004271,[4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50]
CHEBYSHEVUPO,PolyRow2 ,A000466,[15 35 63 99 143 195 255 323 399 483 575 675 783 899 1023 1155 1295]
CHEBYSHEVUPO,PolyRow3 ,A144138,[56 204 496 980 1704 2716 4064 5796 7960 10604 13776 17524 21896]
CHEBYSHEVUPO,PolyCol0 ,A000035,[-1 0 1 0 -1 0 1 0 -1 0 1 0 -1 0 1 0 -1 0 1 0 -1 0 1 0 -1 0 1 0 -1 0]
CHEBYSHEVUPO,PolyCol1 ,A000027,[3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27]
CHEBYSHEVUPO,PolyCol2 ,A001353,[15 56 209 780 2911 10864 40545 151316 564719 2107560 7865521]
CHEBYSHEVUPO,PolyCol3 ,A001109,[35 204 1189 6930 40391 235416 1372105 7997214 46611179 271669860]
CHEBYSHEVUPO,PolyDiag ,A323118,[15 204 3905 96030 2883167 102213944 4178507265 193501094490]
chebyshevU, 39 traits, 29 A-numbers, 74%
