Triangle,Trait,ANumber,Sequence
ONEPERTUTTIS,DiagRow2 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
ONEPERTUTTIS,DiagRow3 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
ONEPERTUTTIS,DiagCol0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
ONEPERTUTTIS,DiagCol1 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
ONEPERTUTTIS,DiagCol2 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
ONEPERTUTTIS,DiagCol3 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
ONEPERTUTTIS,PolyRow0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
ONEPERTUTTIS,PolyRow1 ,A000027,[3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27]
ONEPERTUTTIS,PolyRow2 ,A002061,[7 13 21 31 43 57 73 91 111 133 157 183 211 241 273 307 343 381 421]
ONEPERTUTTIS,PolyRow3 ,A053698,[15 40 85 156 259 400 585 820 1111 1464 1885 2380 2955 3616 4369 5220]
ONEPERTUTTIS,PolyCol0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
ONEPERTUTTIS,PolyCol1 ,A000027,[3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27]
ONEPERTUTTIS,PolyCol2 ,A000225,[7 15 31 63 127 255 511 1023 2047 4095 8191 16383 32767 65535 131071]
ONEPERTUTTIS,PolyCol3 ,A003462,[13 40 121 364 1093 3280 9841 29524 88573 265720 797161 2391484]
ONEPERTUTTIS,PolyDiag ,A031973,[7 40 341 3906 55987 960800 19173961 435848050 11111111111]
one, 42 traits, 42 A-numbers, 100%
