Triangle,Anum,Trait,Sequence
ChristTree,,InvBinTabl,[1 1 0 1 -1 2 1 0 0 0 1 -1 2 -4 8 1 0 0 0 0 0 1 -1 2 -4 8 -16 32 1 ]
ChristTree,A029578,RowSum,[1 2 2 4 3 6 4 8 5 10 6 12 7 14 8 16 9 18 10 20 ]
ChristTree,A001057,EvenSum,[1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 ]
ChristTree,A142150,OddSum,[0 1 0 2 0 3 0 4 0 5 0 6 0 7 0 8 0 9 0 10 ]
ChristTree,A027656,AltSum,[1 0 2 0 3 0 4 0 5 0 6 0 7 0 8 0 9 0 10 0 ]
ChristTree,A106466,AntiDiagSum,[1 1 2 1 3 2 4 2 5 3 6 3 7 4 8 4 9 5 10 5 ]
ChristTree,A359366,AccSum,[1 3 4 10 9 21 16 36 25 55 36 78 49 105 64 136 81 171 100 210 ]
ChristTree,A359366,AccRevSum,[1 3 4 10 9 21 16 36 25 55 36 78 49 105 64 136 81 171 100 210 ]
ChristTree,A000012,RowLcm,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
ChristTree,A000012,RowGcd,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
ChristTree,A000012,RowMax,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
ChristTree,A011734,ColMiddle,[1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 ]
ChristTree,A000035,ColECentral,[1 0 1 0 1 0 1 0 1 0 ]
ChristTree,A000012,ColOCentral,[1 1 1 1 1 1 1 1 1 1 ]
ChristTree,A000012,ColLeft,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
ChristTree,A000012,ColRight,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
ChristTree,A158302,BinConv,[1 2 2 8 8 32 32 128 128 512 512 2048 2048 8192 8192 32768 32768 ]
ChristTree,A199573,InvBinConv,[1 0 2 0 8 0 32 0 128 0 512 0 2048 0 8192 0 32768 0 131072 0 ]
ChristTree,,TransSqrs,[0 1 4 14 20 55 56 140 120 285 220 506 364 819 560 1240 816 1785 ]
ChristTree,A056136,TransNat0,[0 1 2 6 6 15 12 28 20 45 30 66 42 91 56 120 72 153 90 190 ]
ChristTree,A359366,TransNat1,[1 3 4 10 9 21 16 36 25 55 36 78 49 105 64 136 81 171 100 210 ]
ChristTree,A000035,DiagRow1,[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 ]
ChristTree,A000012,DiagRow2,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
ChristTree,A000035,DiagRow3,[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 ]
ChristTree,A000035,DiagCol1,[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 ]
ChristTree,A000012,DiagCol2,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
ChristTree,A000035,DiagCol3,[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 ]
ChristTree,,PolyTabl,[1 1 1 1 2 1 1 2 3 1 1 4 5 4 1 1 3 15 10 5 1 1 6 21 40 17 6 1 1 4 ]
ChristTree,A000027,PolyRow1,[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ]
ChristTree,A002522,PolyRow2,[1 2 5 10 17 26 37 50 65 82 101 122 145 170 197 226 257 290 325 362 ]
ChristTree,A053698,PolyRow3,[1 4 15 40 85 156 259 400 585 820 1111 1464 1885 2380 2955 3616 ]
ChristTree,,PolyCol2,[1 3 5 15 21 63 85 255 341 1023 1365 4095 5461 16383 21845 65535 ]
ChristTree,,PolyCol3,[1 4 10 40 91 364 820 3280 7381 29524 66430 265720 597871 2391484 ]
ChristTree,,PolyDiag,[1 2 5 40 273 3906 47989 960800 17043521 435848050 10101010101 ]
ChristTree,,PosHalf,[1 3 5 15 21 63 85 255 341 1023 1365 4095 5461 16383 21845 65535 ]
ChristTree,A052992,NegHalf,[1 -1 5 -5 21 -21 85 -85 341 -341 1365 -1365 5461 -5461 21845 ]
