Triangle,Anum,Trait,Sequence
EulerSec,A000217,DiagRow2,[-1 -3 -6 -10 -15 -21 -28 -36 -45 -55 -66 -78 -91 -105 -120 -136 ]
EulerSec,A000004,DiagRow3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
EulerSec,A009843,DiagCol1,[1 0 -3 0 25 0 -427 0 12465 0 -555731 0 35135945 0 -2990414715 0 ]
EulerSec,,DiagCol2,[1 0 -6 0 75 0 -1708 0 62325 0 -3334386 0 245951615 0 -23923317720 ]
EulerSec,,DiagCol3,[1 0 -10 0 175 0 -5124 0 228525 0 -14449006 0 1229758075 0 ]
EulerSec,A247498,PolyTabl,[1 0 1 -1 1 1 0 0 2 1 5 -2 3 3 1 0 0 2 8 4 1 -61 16 -3 18 15 5 1 0 ]
EulerSec,A001477,PolyRow1,[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 ]
EulerSec,A067998,PolyRow2,[-1 0 3 8 15 24 35 48 63 80 99 120 143 168 195 224 255 288 323 360 ]
EulerSec,A121670,PolyRow3,[0 -2 2 18 52 110 198 322 488 702 970 1298 1692 2158 2702 3330 4048 ]
EulerSec,A119880,PolyCol2,[1 2 3 2 -3 2 63 2 -1383 2 50523 2 -2702763 2 199360983 2 ]
EulerSec,A119881,PolyCol3,[1 3 8 18 32 48 128 528 512 -6912 2048 357888 8192 -22351872 32768 ]
EulerSec,A302585,PolyDiag,[1 1 3 18 165 2000 29855 527632 10762857 248811264 6428081979 ]
EulerSec,A001586,PosHalf,[1 1 -3 -11 57 361 -2763 -24611 250737 2873041 -36581523 -512343611 ]
EulerSec,A001586,NegHalf,[1 1 -3 -11 57 361 -2763 -24611 250737 2873041 -36581523 -512343611 ]
