Triangle,Anum,Trait,Sequence
StirlingSet,A001296,DiagRow2,[0 1 7 25 65 140 266 462 750 1155 1705 2431 3367 4550 6020 7820 ]
StirlingSet,A001297,DiagRow3,[0 1 15 90 350 1050 2646 5880 11880 22275 39325 66066 106470 165620 ]
StirlingSet,A000012,DiagCol1,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
StirlingSet,A000225,DiagCol2,[1 3 7 15 31 63 127 255 511 1023 2047 4095 8191 16383 32767 65535 ]
StirlingSet,A000392,DiagCol3,[1 6 25 90 301 966 3025 9330 28501 86526 261625 788970 2375101 ]
StirlingSet,A189233,PolyTabl,[1 0 1 0 1 1 0 2 2 1 0 5 6 3 1 0 15 22 12 4 1 0 52 94 57 20 5 1 0 ]
StirlingSet,A001477,PolyRow1,[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 ]
StirlingSet,A002378,PolyRow2,[0 2 6 12 20 30 42 56 72 90 110 132 156 182 210 240 272 306 342 380 ]
StirlingSet,A033445,PolyRow3,[0 5 22 57 116 205 330 497 712 981 1310 1705 2172 2717 3346 4065 ]
StirlingSet,A001861,PolyCol2,[1 2 6 22 94 454 2430 14214 89918 610182 4412798 33827974 273646526 ]
StirlingSet,A027710,PolyCol3,[1 3 12 57 309 1866 12351 88563 681870 5597643 48718569 447428856 ]
StirlingSet,A242817,PolyDiag,[1 1 6 57 756 12880 268098 6593839 187104200 6016681467 ]
StirlingSet,A004211,PosHalf,[1 1 3 11 49 257 1539 10299 75905 609441 5284451 49134923 487026929 ]
StirlingSet,A009235,NegHalf,[1 1 -1 -1 9 -23 -25 583 -3087 4401 79087 -902097 4783801 2361049 ]
