Triangle,Anum,Trait,Sequence
Lozanic,A002620,DiagRow2,[1 2 4 6 9 12 16 20 25 30 36 42 49 56 64 72 81 90 100 110 ]
Lozanic,A005993,DiagRow3,[1 2 6 10 19 28 44 60 85 110 146 182 231 280 344 408 489 570 670 ]
Lozanic,A001057,DiagCol1,[1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 ]
Lozanic,A002620,DiagCol2,[1 2 4 6 9 12 16 20 25 30 36 42 49 56 64 72 81 90 100 110 ]
Lozanic,A005993,DiagCol3,[1 2 6 10 19 28 44 60 85 110 146 182 231 280 344 408 489 570 670 ]
Lozanic,,PolyTabl,[1 1 1 1 2 1 1 3 3 1 1 6 7 4 1 1 10 21 13 5 1 1 20 53 52 21 6 1 1 ]
Lozanic,A000027,PolyRow1,[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ]
Lozanic,A002061,PolyRow2,[1 3 7 13 21 31 43 57 73 91 111 133 157 183 211 241 273 307 343 381 ]
Lozanic,A069778,PolyRow3,[1 6 21 52 105 186 301 456 657 910 1221 1596 2041 2562 3165 3856 ]
Lozanic,,PolyCol2,[1 3 7 21 53 159 427 1281 3593 10779 31087 93261 273533 820599 ]
Lozanic,,PolyCol3,[1 4 13 52 178 712 2548 10192 37768 151072 574288 2297152 8888608 ]
Lozanic,,PolyDiag,[1 2 7 52 457 5916 84151 1548576 30448673 726060880 18223762551 ]
Lozanic,,PosHalf,[1 3 7 21 53 159 427 1281 3593 10779 31087 93261 273533 820599 ]
Lozanic,,NegHalf,[1 -1 3 -3 13 -13 63 -63 313 -313 1563 -1563 7813 -7813 39063 ]
