Triangle,Trait,ANumber,Sequence
worpitzky,InvBin   ,A343584,[1 0 -3 -10 25 574 2653 -30234 -644079 -2438722 102934381 ]
worpitzky,TransSqrs,nothing,[0 1 11 109 1139 13021 164051 2273629 34497299 569871901 ]
worpitzky,TransNat0,A343583,[0 1 7 49 391 3601 37927 451249 5995591 88073041 1418137447 ]
worpitzky,TransNat1,A000670,[1 3 13 75 541 4683 47293 545835 7087261 102247563 1622632573 ]
worpitzky,DiagRow0 ,A000142,[1 1 2 6 24 120 720 5040 40320 362880 3628800 39916800 479001600 ]
worpitzky,DiagRow1 ,A001710,[1 3 12 60 360 2520 20160 181440 1814400 19958400 239500800 ]
worpitzky,DiagRow2 ,A005460,[1 7 50 390 3360 31920 332640 3780000 46569600 618710400 8821612800 ]
worpitzky,DiagRow3 ,A005461,[1 15 180 2100 25200 317520 4233600 59875200 898128000 14270256000 ]
worpitzky,DiagCol0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
worpitzky,DiagCol1 ,A000225,[1 3 7 15 31 63 127 255 511 1023 2047 4095 8191 16383 32767 65535 ]
worpitzky,DiagCol2 ,A028243,[2 12 50 180 602 1932 6050 18660 57002 173052 523250 1577940 ]
worpitzky,DiagCol3 ,A028244,[6 60 390 2100 10206 46620 204630 874500 3669006 15195180 62350470 ]
worpitzky,PolyRow0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
worpitzky,PolyRow1 ,A000027,[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 ]
worpitzky,PolyRow2 ,A000384,[1 6 15 28 45 66 91 120 153 190 231 276 325 378 435 496 561 630 703 ]
worpitzky,PolyRow3 ,nothing,[1 26 111 292 605 1086 1771 2696 3897 5410 7271 9516 12181 15302 ]
worpitzky,PolyCol0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
worpitzky,PolyCol1 ,A000629,[1 2 6 26 150 1082 9366 94586 1091670 14174522 204495126 3245265146 ]
worpitzky,PolyCol2 ,A201339,[1 3 15 111 1095 13503 199815 3449631 68062695 1510769343 ]
worpitzky,PolyCol3 ,A201354,[1 4 28 292 4060 70564 1471708 35810212 995827420 31153998244 ]
worpitzky,PolyDiag ,nothing,[1 2 15 292 10845 653406 58018051 7123041416 1155276253305 ]
# worpitzky, 50 traits, 36 A-numbers,72%
