Triangle,Trait,ANumber,Sequence
ordered_cycle,AccSum   ,A000000,[1 1 4 24 186 1750 19300 243768 3467184 54820848 953707008 ]
ordered_cycle,AccRevSum,A000000,[1 1 4 24 186 1750 19300 243768 3467184 54820848 953707008 ]
ordered_cycle,RevAccSum,A052801,[1 2 8 46 342 3108 33324 411360 5741856 89379120 1534623936 ]
ordered_cycle,DiagSum  ,A129841,[1 0 1 1 4 12 52 256 1502 10158 78360 680280 6574872 70075416 ]
ordered_cycle,RowLcm   ,A000000,[1 1 2 6 792 8400 25153200 76734000 763351047043200 ]
ordered_cycle,RowGcd   ,A000000,[1 1 2 2 2 2 2 24 24 24 24 48 48 48 48 384 1152 1152 1152 2304 2304 ]
ordered_cycle,RowMax   ,A058583,[1 1 2 6 36 240 2040 21000 235200 3265920 47628000 795175920 ]
ordered_cycle,Middle   ,A344498,[1 0 1 2 22 100 1350 9744 162456 1614816 32319000 410031600 ]
ordered_cycle,Central  ,A000000,[1 1 22 1350 162456 32319000 9604465200 3986353491120 ]
ordered_cycle,LeftSide ,A000007,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
ordered_cycle,RightSide,A000142,[1 1 2 6 24 120 720 5040 40320 362880 3628800 39916800 479001600 ]
ordered_cycle,PosHalf  ,A227917,[1 1 4 26 232 2624 35888 575280 10569984 218911872 5044346112 ]
ordered_cycle,NegHalf  ,A354237,[1 1 0 2 -8 64 -592 6768 -90624 1395840 -24292608 471453696 ]
ordered_cycle,Bin      ,A277759,[1 1 4 30 324 4540 78060 1589448 37388400 997513200 29759790240 ]
ordered_cycle,InvBin   ,A308565,[1 1 0 -6 -12 140 1020 -5208 -117264 -2448 17756640 117905040 ]
ordered_cycle,TransSqrs,A000000,[0 1 9 80 802 9154 118022 1701048 27139608 475183584 9062172768 ]
ordered_cycle,TransNat0,A215916,[0 1 5 32 254 2414 26746 338568 4820952 76270032 1327263024 ]
ordered_cycle,TransNat1,A052801,[1 2 8 46 342 3108 33324 411360 5741856 89379120 1534623936 ]
ordered_cycle,DiagRow0 ,A000142,[1 1 2 6 24 120 720 5040 40320 362880 3628800 39916800 479001600 ]
ordered_cycle,DiagRow1 ,A180119,[0 1 6 36 240 1800 15120 141120 1451520 16329600 199584000 ]
ordered_cycle,DiagRow2 ,A000000,[0 2 22 210 2040 21000 231840 2751840 35078400 479001600 6985440000 ]
ordered_cycle,DiagRow3 ,A000000,[0 6 100 1350 17640 235200 3265920 47628000 731808000 11855289600 ]
ordered_cycle,DiagCol0 ,A000007,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
ordered_cycle,DiagCol1 ,A000142,[1 1 2 6 24 120 720 5040 40320 362880 3628800 39916800 479001600 ]
ordered_cycle,DiagCol2 ,A052517,[2 6 22 100 548 3528 26136 219168 2053152 21257280 241087680 ]
ordered_cycle,DiagCol3 ,A052748,[6 36 210 1350 9744 78792 708744 7036200 76521456 905507856 ]
ordered_cycle,PolyRow0 ,A000012,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ]
ordered_cycle,PolyRow1 ,A001477,[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 ]
ordered_cycle,PolyRow2 ,A014105,[0 3 10 21 36 55 78 105 136 171 210 253 300 351 406 465 528 595 666 ]
ordered_cycle,PolyRow3 ,A000000,[0 14 76 222 488 910 1524 2366 3472 4878 6620 8734 11256 14222 ]
ordered_cycle,PolyCol0 ,A000007,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
ordered_cycle,PolyCol1 ,A007840,[1 1 3 14 88 694 6578 72792 920904 13109088 207360912 3608233056 ]
ordered_cycle,PolyCol2 ,A088500,[1 2 10 76 772 9808 149552 2660544 54093696 1237306560 31446049728 ]
ordered_cycle,PolyCol3 ,A354263,[1 3 21 222 3132 55242 1169262 28873800 814870584 25871762016 ]
ordered_cycle,PolyDiag ,A317171,[1 1 10 222 8824 553870 50545008 6328330344 1041597412224 ]
# ordered_cycle, 49 traits, 30 A-numbers,61%
