Triangle,Anum,Trait,Sequence
MotzkinGF,A005322,DiagCol2,[1 3 9 25 69 189 518 1422 3915 10813 29964 83304 232323 649845 ]
MotzkinGF,A005323,DiagCol3,[1 4 14 44 133 392 1140 3288 9438 27016 77220 220584 630084 1800384 ]
MotzkinGF,A330792,PolyTabl,[1 1 1 2 2 1 4 5 3 1 9 13 10 4 1 21 35 34 17 5 1 51 96 117 73 26 6 ]
MotzkinGF,A000027,PolyRow1,[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ]
MotzkinGF,A002522,PolyRow2,[2 5 10 17 26 37 50 65 82 101 122 145 170 197 226 257 290 325 362 ]
MotzkinGF,A135859,PolyRow3,[4 13 34 73 136 229 358 529 748 1021 1354 1753 2224 2773 3406 4129 ]
MotzkinGF,A059738,PolyCol2,[1 3 10 34 117 405 1407 4899 17083 59629 208284 727900 2544751 ]
MotzkinGF,A344506,PolyCol3,[1 4 17 73 315 1362 5895 25528 110579 479068 2075683 8993897 ]
MotzkinGF,,PolyDiag,[1 2 10 73 713 8796 131727 2325324 47317699 1090925062 28110267788 ]
MotzkinGF,A330799,PosHalf,[1 3 13 59 285 1419 7245 37659 198589 1059371 5705517 30976571 ]
MotzkinGF,A330800,NegHalf,[1 -1 5 -17 77 -345 1653 -8097 40733 -208553 1084421 -5708785 ]
